time,vehicle_id,segment_id,speed,acceleration,road_grade_angle,consumption_power_watts
180.0,155,0,8.373316,0.0,0.0,3861.6068726269777
181.0,155,0,8.196669352816777,-0.1766466471832242,0.0,1000.0
182.0,155,0,7.173490113945105,-1.0231792388716716,0.0,1000.0
183.0,155,0,8.149936212569834,0.976446098624729,0.0,19921.127411962203
184.0,155,0,4.443207124069261,-3.7067290885005733,0.0,1000.0
185.0,155,0,0.6304507869496859,-3.8127563371195747,0.0,1000.0
186.0,155,0,0.42433955774363386,-0.20611122920605207,0.0,1907.187566630523
187.0,155,0,0.09225154707209975,-0.3320880106715341,0.0,1956.2771165304052
188.0,155,0,0.05582737734599825,-0.0364241697261015,0.0,2006.9744511999368
189.0,155,0,0.012617027859005417,-0.04321034948699283,0.0,2001.4027875290476
190.0,155,0,0.00014490724985791788,-0.0124721206091475,0.0,2000.0251332969306
191.0,155,0,0.0,-0.00014490724985791788,0.0,2000.0
192.0,155,0,0.0,0.0,0.0,2000.0
193.0,155,0,0.0,0.0,0.0,2000.0
194.0,155,0,0.0,0.0,0.0,2000.0
195.0,155,0,0.0,0.0,0.0,2000.0
196.0,155,0,0.0,0.0,0.0,2000.0
197.0,155,0,0.0,0.0,0.0,2000.0
226.0,155,1,1.622812229534611,1.622812229534611,0.0,7658.24397434606
227.0,155,1,3.6954365059034897,2.0726242763688787,0.0,18265.5490238246
228.0,155,1,5.995941051724367,2.3005045458208775,0.0,31203.937577752895
229.0,155,1,7.491418014996112,1.495476963271745,0.0,26323.020260279143
230.0,155,1,7.826718401739733,0.3353003867436204,0.0,9032.405793398348
231.0,155,1,7.947085166273997,0.12036676453426409,0.0,5685.79691468253
232.0,155,1,7.221850316010774,-0.7252348502632229,0.0,1000.0
233.0,155,1,8.340221914968811,1.1183715989580376,0.0,22745.99838911098
234.0,155,1,7.7003755395239075,-0.639846375444904,0.0,1000.0
235.0,155,1,7.818737350700782,0.11836181117687428,0.0,5589.187369280251
236.0,155,1,7.937764365592399,0.11902701489161682,0.0,5659.537075363325
237.0,155,1,7.102565602230267,-0.8351987633621318,0.0,1000.0
238.0,155,1,7.809229556232118,0.7066639540018516,0.0,14890.211878249476
239.0,155,1,7.426466231530891,-0.3827633247012274,0.0,1000.0
240.0,155,1,7.218672528833509,-0.20779370269738173,0.0,1000.0
241.0,155,1,7.609220965689406,0.39054843685589713,0.0,9679.908350145895
242.0,155,1,8.221199198130877,0.6119782324414711,0.0,14011.761120671532
243.0,155,1,7.755201525607505,-0.46599767252337276,0.0,1000.0
244.0,155,1,7.221064332447373,-0.5341371931601318,0.0,1000.0
245.0,155,1,7.1703499123392485,-0.050714420108124436,0.0,2812.416335113787
246.0,155,1,7.457749519002051,0.2873996066628024,0.0,7963.121004630978
247.0,155,1,7.142228113038824,-0.315521405963227,0.0,1000.0
248.0,155,1,7.373705949069359,0.2314778360305354,0.0,7057.585307050531
249.0,155,1,8.295226176053644,0.9215202269842848,0.0,19324.397754726633
250.0,155,1,7.462305964406938,-0.832920211646706,0.0,1000.0
251.0,155,1,7.862266635772199,0.39996067136526126,0.0,10095.568137337603
252.0,155,1,8.11468134491554,0.2524147091433413,0.0,7941.322827065861
253.0,155,1,7.082299363211156,-1.0323819817043844,0.0,1000.0
254.0,155,1,7.831343676539497,0.7490443133283406,0.0,15599.898859610194
255.0,155,1,7.34159516125767,-0.4897485152818266,0.0,1000.0
256.0,155,1,7.791974373504878,0.4503792122472081,0.0,10816.061374861185
257.0,155,1,8.055701826297105,0.2637274527922262,0.0,8080.144752883254
258.0,155,1,7.229912467690543,-0.8257893586065617,0.0,1000.0
259.0,155,1,7.466206698439443,0.2362942307489,0.0,7197.323047111088
260.0,155,1,7.405301069112853,-0.06090562932658994,0.0,2694.713349426459
261.0,155,1,5.002045264236541,-2.403255804876312,0.0,1000.0
262.0,155,1,1.8548108983802647,-3.147234365856276,0.0,1000.0
263.0,155,1,0.9057981727663978,-0.9490127256138668,0.0,1000.0
264.0,155,1,0.2686161719980064,-0.6371820007683915,0.0,1706.6936409570324
265.0,155,1,0.0192463538794203,-0.2493698181185861,0.0,1994.1028152485828
266.0,155,1,0.01434490308870651,-0.004901450790713791,0.0,2002.7080151467844
267.0,155,1,0.0003635915553938813,-0.013981311533312628,0.0,2000.0619513022707
268.0,155,1,0.0,-0.0003635915553938813,0.0,2000.0
269.0,155,1,0.0,0.0,0.0,2000.0
270.0,155,1,0.0,0.0,0.0,2000.0
271.0,155,1,1.3480227994034066,1.3480227994034066,0.0,5949.456377312041
272.0,155,1,3.519915627944283,2.1718928285408765,0.0,18199.251516336633
273.0,155,1,5.9494751989608625,2.4295595710165796,0.0,32531.748856018934
274.0,155,1,7.007158725237482,1.0576835262766195,0.0,18520.38850934509
275.0,155,1,9.052938389237047,2.045779663999565,0.0,41562.754722191894
276.0,155,1,11.533989530214116,2.481051140977069,0.0,62772.92976432587
277.0,155,1,13.147538797556305,1.6135492673421883,0.0,48348.652312314654
278.0,155,1,12.998729399450937,-0.1488093981053673,0.0,1404.7367528873613
279.0,155,1,13.879207055991397,0.8804776565404602,0.0,30411.52025025253
280.0,155,1,10.68877132376655,-3.190435732224847,0.0,1000.0
281.0,155,1,6.1887713237665505,-4.5,0.0,1000.0
282.0,155,1,7.630759007072039,1.4419876833054888,0.0,25954.088614872264
283.0,155,1,7.42216548501324,-0.20859352205879933,0.0,1000.0
284.0,155,1,6.913048884093724,-0.5091166009195156,0.0,1000.0
285.0,155,1,8.680947881176099,1.7678989970823746,0.0,35031.624336060435
286.0,155,1,10.734329568113163,2.0533816869370636,0.0,49196.29647931456
287.0,155,1,12.065313387180641,1.3309838190674785,0.0,37517.002835662584
288.0,155,1,12.678515272539922,0.6132018853592811,0.0,20953.52292325359
289.0,155,1,13.762980908340657,1.0844656358007345,0.0,35845.41528856172
290.0,155,1,13.067606273897805,-0.6953746344428513,0.0,1000.0
291.0,155,1,13.358541443779947,0.2909351698821414,0.0,13329.751774925164
292.0,155,1,12.69242346128344,-0.6661179824965071,0.0,1000.0
293.0,155,1,12.884781292592058,0.19235783130861783,0.0,10301.221983524416
294.0,155,1,12.681422305338899,-0.20335898725315893,0.0,1000.0
295.0,155,1,13.584508665580184,0.9030863602412857,0.0,30393.322911827883
296.0,155,1,13.414984118238905,-0.16952454734127897,0.0,1000.0
297.0,155,1,13.654181064966949,0.23919694672804326,0.0,12186.2860729827
298.0,155,1,12.849314784234272,-0.8048662807326767,0.0,1000.0
299.0,155,1,13.651763622252153,0.8024488380178809,0.0,27759.44881504876
300.0,155,1,13.595907333678449,-0.05585628857370395,0.0,4009.990237999053
301.0,155,1,12.127098833437358,-1.4688085002410904,0.0,1000.0
302.0,155,1,8.816504188001968,-3.3105946454353905,0.0,1000.0
303.0,155,1,4.3918996023515895,-4.424604585650378,0.0,1000.0
304.0,155,1,0.4722866760231244,-3.919612926328465,0.0,1000.0
